<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20230511;060000;27.516.0000000;27.547.0000000;27.446.0000000;27.547.0000000;34
20230511;070000;27.547.0000000;27.547.0000000;27.481.0000000;27.521.0000000;5
20230511;080000;27.519.0000000;27.567.0000000;27.447.0000000;27.471.0000000;34
20230511;090000;27.468.0000000;27.468.0000000;27.310.0000000;27.407.0000000;50
20230511;100000;27.408.0000000;27.461.0000000;27.373.0000000;27.437.0000000;3
20230511;110000;27.438.0000000;27.502.0000000;27.428.0000000;27.476.0000000;19
20230511;120000;27.475.0000000;27.498.0000000;27.398.0000000;27.423.0000000;9
20230511;130000;27.429.0000000;27.637.0000000;27.325.0000000;27.401.0000000;283
20230511;140000;27.417.0000000;27.505.0000000;27.134.0000000;27.210.0000000;267
20230511;150000;27.211.0000000;27.347.0000000;26.967.0000000;27.127.0000000;245
20230511;160000;27.130.0000000;27.235.0000000;27.062.0000000;27.195.0000000;76
20230511;170000;27.193.0000000;27.232.0000000;27.121.0000000;27.144.0000000;4
20230511;180000;27.142.0000000;27.160.0000000;26.778.0000000;26.926.0000000;92
20230511;190000;26.918.0000000;27.006.0000000;26.796.0000000;26.981.0000000;51
20230511;200000;26.977.0000000;27.066.0000000;26.720.0000000;26.852.0000000;81
20230511;210000;26.854.0000000;27.040.0000000;26.822.0000000;27.009.0000000;3
20230511;220000;27.008.0000000;27.066.0000000;26.964.0000000;26.995.0000000;5
20230511;230000;27.005.0000000;27.066.0000000;26.915.0000000;26.921.0000000;1
20230512;000000;26.924.0000000;27.064.0000000;26.837.0000000;26.991.0000000;2
20230512;010000;26.987.0000000;27.052.0000000;26.939.0000000;27.043.0000000;61
20230512;020000;27.046.0000000;27.093.0000000;26.865.0000000;26.888.0000000;57
20230512;030000;26.892.0000000;26.901.0000000;26.566.0000000;26.658.0000000;101
20230512;040000;26.652.0000000;26.719.0000000;26.549.0000000;26.595.0000000;40
20230512;050000;26.597.0000000;26.714.0000000;26.533.0000000;26.670.0000000;109
20230512;060000;26.666.0000000;26.681.0000000;26.193.0000000;26.286.0000000;449
20230512;070000;26.285.0000000;26.350.0000000;26.100.0000000;26.310.0000000;630
20230512;080000;26.307.0000000;26.398.0000000;26.277.0000000;26.311.0000000;37
20230512;090000;26.321.0000000;26.387.0000000;26.249.0000000;26.297.0000000;63
20230512;100000;26.299.0000000;26.446.0000000;26.299.0000000;26.393.0000000;15
20230512;110000;26.391.0000000;26.444.0000000;26.352.0000000;26.355.0000000;4
20230512;120000;26.355.0000000;26.428.0000000;26.345.0000000;26.359.0000000;1
20230512;130000;26.362.0000000;26.494.0000000;26.338.0000000;26.417.0000000;15
20230512;140000;26.433.0000000;26.550.0000000;26.376.0000000;26.466.0000000;88
20230512;150000;26.464.0000000;26.611.0000000;26.312.0000000;26.333.0000000;181
20230512;160000;26.338.0000000;26.407.0000000;26.284.0000000;26.327.0000000;34
20230512;170000;26.330.0000000;26.408.0000000;26.250.0000000;26.298.0000000;128
20230512;180000;26.303.0000000;26.403.0000000;26.281.0000000;26.313.0000000;65
20230512;190000;26.314.0000000;26.369.0000000;26.306.0000000;26.306.0000000;7
20230512;200000;26.306.0000000;26.500.0000000;25.800.0000000;26.473.0000000;918
20230512;210000;26.484.0000000;26.492.0000000;26.367.0000000;26.449.0000000;94
20230512;220000;26.452.0000000;26.829.0000000;26.452.0000000;26.782.0000000;381
20230512;230000;26.796.0000000;26.900.0000000;26.656.0000000;26.702.0000000;42
20230513;000000;26.709.0000000;26.820.0000000;26.675.0000000;26.811.0000000;0
20230513;010000;26.816.0000000;26.850.0000000;26.710.0000000;26.840.0000000;2
20230513;020000;26.856.0000000;26.994.0000000;26.810.0000000;26.845.0000000;99
20230513;030000;26.852.0000000;26.853.0000000;26.784.0000000;26.794.0000000;15
20230513;040000;26.793.0000000;26.871.0000000;26.789.0000000;26.824.0000000;2
20230513;050000;26.836.0000000;26.859.0000000;26.781.0000000;26.807.0000000;36
20230513;060000;26.810.0000000;26.884.0000000;26.755.0000000;26.757.0000000;13
20230513;070000;26.757.0000000;26.770.0000000;26.730.0000000;26.753.0000000;7
20230513;080000;26.753.0000000;26.813.0000000;26.711.0000000;26.795.0000000;11
20230513;090000;26.793.0000000;26.823.0000000;26.764.0000000;26.815.0000000;25
20230513;100000;26.823.0000000;26.856.0000000;26.801.0000000;26.855.0000000;9
20230513;110000;26.857.0000000;26.881.0000000;26.789.0000000;26.848.0000000;6
20230513;120000;26.847.0000000;26.876.0000000;26.815.0000000;26.842.0000000;1
20230513;130000;26.837.0000000;26.910.0000000;26.791.0000000;26.837.0000000;86
20230513;140000;26.836.0000000;26.899.0000000;26.803.0000000;26.840.0000000;45
20230513;150000;26.840.0000000;26.866.0000000;26.759.0000000;26.800.0000000;24
20230513;160000;26.792.0000000;26.835.0000000;26.781.0000000;26.831.0000000;3
20230513;170000;26.831.0000000;26.845.0000000;26.796.0000000;26.837.0000000;1
20230513;180000;26.834.0000000;26.855.0000000;26.811.0000000;26.824.0000000;22
20230513;190000;26.824.0000000;27.052.0000000;26.785.0000000;26.803.0000000;220
20230513;200000;26.798.0000000;26.965.0000000;26.783.0000000;26.853.0000000;98
20230513;210000;26.869.0000000;26.927.0000000;26.850.0000000;26.920.0000000;32
20230513;220000;26.922.0000000;26.952.0000000;26.871.0000000;26.871.0000000;8
20230513;230000;26.881.0000000;26.915.0000000;26.855.0000000;26.907.0000000;57
20230514;000000;26.905.0000000;26.942.0000000;26.770.0000000;26.789.0000000;72
20230514;010000;26.805.0000000;26.817.0000000;26.598.0000000;26.762.0000000;62
20230514;020000;26.759.0000000;26.763.0000000;26.656.0000000;26.737.0000000;26
20230514;030000;26.739.0000000;26.846.0000000;26.733.0000000;26.821.0000000;37
20230514;040000;26.826.0000000;26.884.0000000;26.791.0000000;26.876.0000000;13
20230514;050000;26.883.0000000;26.883.0000000;26.809.0000000;26.833.0000000;0
20230514;060000;26.837.0000000;26.858.0000000;26.818.0000000;26.842.0000000;0
20230514;070000;26.850.0000000;26.904.0000000;26.840.0000000;26.858.0000000;18
20230514;080000;26.863.0000000;26.888.0000000;26.847.0000000;26.872.0000000;3
20230514;090000;26.871.0000000;26.894.0000000;26.849.0000000;26.862.0000000;10
20230514;100000;26.859.0000000;26.883.0000000;26.826.0000000;26.860.0000000;20
20230514;110000;26.858.0000000;26.863.0000000;26.834.0000000;26.840.0000000;3
20230514;120000;26.846.0000000;26.846.0000000;26.811.0000000;26.817.0000000;5
20230514;130000;26.822.0000000;26.884.0000000;26.762.0000000;26.884.0000000;47
20230514;140000;26.885.0000000;26.939.0000000;26.839.0000000;26.937.0000000;48
20230514;150000;26.937.0000000;26.981.0000000;26.868.0000000;26.979.0000000;45
20230514;160000;26.983.0000000;27.202.0000000;26.983.0000000;27.092.0000000;242
20230514;170000;27.100.0000000;27.140.0000000;26.942.0000000;26.985.0000000;90
20230514;180000;26.964.0000000;26.985.0000000;26.878.0000000;26.947.0000000;36
20230514;190000;26.952.0000000;26.963.0000000;26.874.0000000;26.935.0000000;27
20230514;200000;26.932.0000000;26.952.0000000;26.842.0000000;26.891.0000000;21
20230514;210000;26.890.0000000;26.961.0000000;26.854.0000000;26.955.0000000;24
20230514;220000;26.955.0000000;26.971.0000000;26.898.0000000;26.914.0000000;5
20230514;230000;26.915.0000000;26.951.0000000;26.877.0000000;26.912.0000000;28
20230515;000000;26.913.0000000;26.942.0000000;26.869.0000000;26.933.0000000;37
20230515;010000;26.933.0000000;26.942.0000000;26.736.0000000;26.813.0000000;53
20230515;020000;26.811.0000000;27.300.0000000;26.791.0000000;27.220.0000000;208
20230515;030000;27.221.0000000;27.263.0000000;27.135.0000000;27.174.0000000;38
20230515;040000;27.173.0000000;27.267.0000000;27.173.0000000;27.244.0000000;29
20230515;050000;27.260.0000000;27.304.0000000;27.191.0000000;27.297.0000000;15
20230515;060000;27.300.0000000;27.386.0000000;27.250.0000000;27.346.0000000;43
20230515;070000;27.365.0000000;27.549.0000000;27.332.0000000;27.484.0000000;107
20230515;080000;27.491.0000000;27.503.0000000;27.398.0000000;27.421.0000000;12
20230515;090000;27.424.0000000;27.455.0000000;27.398.0000000;27.442.0000000;4
20230515;100000;27.454.0000000;27.494.0000000;27.353.0000000;27.401.0000000;39
20230515;110000;27.404.0000000;27.437.0000000;27.366.0000000;27.437.0000000;21
20230515;120000;27.428.0000000;27.466.0000000;27.328.0000000;27.343.0000000;9
20230515;130000;27.348.0000000;27.412.0000000;27.348.0000000;27.406.0000000;4
20230515;140000;27.402.0000000;27.455.0000000;27.365.0000000;27.383.0000000;32
20230515;150000;27.386.0000000;27.537.0000000;27.235.0000000;27.417.0000000;155
20230515;160000;27.425.0000000;27.465.0000000;27.386.0000000;27.413.0000000;24
20230515;170000;27.416.0000000;27.585.0000000;27.389.0000000;27.498.0000000;124
20230515;180000;27.499.0000000;27.666.0000000;27.434.0000000;27.518.0000000;101
20230515;190000;27.519.0000000;27.536.0000000;27.396.0000000;27.442.0000000;26
20230515;200000;27.448.0000000;27.452.0000000;27.339.0000000;27.413.0000000;18
20230515;210000;27.424.0000000;27.424.0000000;27.342.0000000;27.355.0000000;9
20230515;220000;27.357.0000000;27.388.0000000;27.325.0000000;27.374.0000000;12
20230515;230000;27.373.0000000;27.375.0000000;27.258.0000000;27.315.0000000;58
20230516;000000;27.309.0000000;27.317.0000000;27.121.0000000;27.166.0000000;57
20230516;010000;27.166.0000000;27.297.0000000;27.100.0000000;27.212.0000000;104
20230516;020000;27.208.0000000;27.256.0000000;26.868.0000000;27.032.0000000;159
20230516;030000;27.018.0000000;27.039.0000000;26.985.0000000;27.006.0000000;4
20230516;170000;27.031.0000000;27.146.0000000;26.979.0000000;27.056.0000000;56
20230516;180000;27.062.0000000;27.098.0000000;26.968.0000000;27.095.0000000;47
20230516;190000;27.096.0000000;27.114.0000000;26.999.0000000;27.057.0000000;51
20230516;200000;27.064.0000000;27.079.0000000;26.891.0000000;26.934.0000000;69
20230516;210000;26.933.0000000;26.997.0000000;26.897.0000000;26.958.0000000;4
20230516;220000;26.958.0000000;27.052.0000000;26.928.0000000;27.016.0000000;40
20230516;230000;27.013.0000000;27.043.0000000;26.975.0000000;27.002.0000000;19
20230517;000000;27.001.0000000;27.051.0000000;26.966.0000000;27.037.0000000;3
20230517;010000;27.037.0000000;27.114.0000000;26.988.0000000;27.101.0000000;17
20230517;020000;27.103.0000000;27.243.0000000;27.061.0000000;27.169.0000000;34
20230517;030000;27.178.0000000;27.196.0000000;27.069.0000000;27.075.0000000;38
20230517;040000;27.066.0000000;27.130.0000000;27.046.0000000;27.062.0000000;25
20230517;050000;27.063.0000000;27.106.0000000;27.059.0000000;27.076.0000000;16
20230517;060000;27.074.0000000;27.074.0000000;26.991.0000000;26.996.0000000;17
20230517;070000;26.993.0000000;27.010.0000000;26.940.0000000;26.999.0000000;15
20230517;080000;27.004.0000000;27.036.0000000;26.778.0000000;26.853.0000000;110
20230517;090000;26.840.0000000;26.862.0000000;26.783.0000000;26.820.0000000;56
20230517;100000;26.813.0000000;26.875.0000000;26.799.0000000;26.873.0000000;24
20230517;110000;26.868.0000000;26.908.0000000;26.839.0000000;26.870.0000000;18
20230517;120000;26.869.0000000;26.870.0000000;26.550.0000000;26.633.0000000;386
20230517;130000;26.635.0000000;26.759.0000000;26.600.0000000;26.675.0000000;151
20230517;140000;26.674.0000000;26.755.0000000;26.600.0000000;26.631.0000000;67
20230517;150000;26.629.0000000;26.857.0000000;26.554.0000000;26.782.0000000;493
20230517;160000;26.787.0000000;26.837.0000000;26.720.0000000;26.796.0000000;35
20230517;170000;26.795.0000000;26.929.0000000;26.742.0000000;26.902.0000000;126
20230517;180000;26.907.0000000;27.161.0000000;26.861.0000000;27.085.0000000;62
20230517;190000;27.086.0000000;27.200.0000000;27.073.0000000;27.093.0000000;27
20230517;200000;27.106.0000000;27.440.0000000;27.101.0000000;27.375.0000000;101
20230517;210000;27.409.0000000;27.460.0000000;27.279.0000000;27.339.0000000;20
20230517;220000;27.337.0000000;27.488.0000000;27.272.0000000;27.371.0000000;55
20230517;230000;27.382.0000000;27.385.0000000;27.306.0000000;27.337.0000000;8
20230518;000000;27.347.0000000;27.428.0000000;27.345.0000000;27.404.0000000;35
20230518;010000;27.413.0000000;27.481.0000000;27.360.0000000;27.360.0000000;41
20230518;020000;27.360.0000000;27.395.0000000;27.310.0000000;27.327.0000000;11
20230518;030000;27.329.0000000;27.354.0000000;27.298.0000000;27.340.0000000;2
20230518;170000;27.071.0000000;27.112.0000000;26.991.0000000;27.078.0000000;23
20230518;180000;27.076.0000000;27.095.0000000;26.374.0000000;26.496.0000000;373
20230518;190000;26.487.0000000;26.651.0000000;26.428.0000000;26.615.0000000;96
20230518;200000;26.619.0000000;26.843.0000000;26.590.0000000;26.755.0000000;64
20230518;210000;26.726.0000000;26.776.0000000;26.698.0000000;26.724.0000000;8
20230518;220000;26.732.0000000;27.057.0000000;26.730.0000000;26.919.0000000;31
20230518;230000;26.912.0000000;26.940.0000000;26.845.0000000;26.889.0000000;2
20230519;000000;26.890.0000000;26.892.0000000;26.817.0000000;26.818.0000000;38
20230519;010000;26.824.0000000;26.926.0000000;26.804.0000000;26.891.0000000;28
20230519;020000;26.889.0000000;26.914.0000000;26.756.0000000;26.810.0000000;42
20230519;030000;26.811.0000000;26.852.0000000;26.764.0000000;26.803.0000000;11
20230519;040000;26.811.0000000;26.880.0000000;26.774.0000000;26.837.0000000;30
20230519;050000;26.838.0000000;26.881.0000000;26.815.0000000;26.875.0000000;2
20230519;060000;26.877.0000000;26.891.0000000;26.827.0000000;26.882.0000000;9
20230519;070000;26.882.0000000;26.939.0000000;26.878.0000000;26.911.0000000;12
20230519;080000;26.912.0000000;26.959.0000000;26.855.0000000;26.863.0000000;32
20230519;090000;26.861.0000000;26.929.0000000;26.847.0000000;26.893.0000000;28
20230519;100000;26.893.0000000;26.913.0000000;26.829.0000000;26.845.0000000;19
20230519;110000;26.852.0000000;26.882.0000000;26.803.0000000;26.828.0000000;18
20230519;120000;26.830.0000000;26.877.0000000;26.806.0000000;26.862.0000000;3
20230519;130000;26.869.0000000;26.992.0000000;26.868.0000000;26.914.0000000;76
20230519;140000;26.916.0000000;26.953.0000000;26.854.0000000;26.875.0000000;15
20230519;150000;26.872.0000000;26.872.0000000;26.771.0000000;26.830.0000000;70
20230519;160000;26.837.0000000;27.176.0000000;26.651.0000000;26.891.0000000;436
20230519;170000;26.890.0000000;26.970.0000000;26.817.0000000;26.846.0000000;11
20230519;180000;26.844.0000000;26.969.0000000;26.837.0000000;26.924.0000000;5
20230519;190000;26.924.0000000;26.946.0000000;26.882.0000000;26.902.0000000;1
20230519;200000;26.893.0000000;26.893.0000000;26.789.0000000;26.836.0000000;8
20230519;210000;26.838.0000000;26.872.0000000;26.815.0000000;26.835.0000000;0
20230519;220000;26.836.0000000;26.911.0000000;26.836.0000000;26.908.0000000;1
20230519;230000;26.905.0000000;26.913.0000000;26.869.0000000;26.875.0000000;12
20230520;000000;26.876.0000000;26.903.0000000;26.870.0000000;26.893.0000000;2
20230520;010000;26.889.0000000;26.910.0000000;26.840.0000000;26.856.0000000;25
20230520;020000;26.857.0000000;26.889.0000000;26.857.0000000;26.870.0000000;10
20230520;030000;26.871.0000000;26.883.0000000;26.845.0000000;26.849.0000000;9
20230520;040000;26.858.0000000;26.881.0000000;26.852.0000000;26.870.0000000;0
20230520;050000;26.875.0000000;26.881.0000000;26.862.0000000;26.878.0000000;0
20230520;060000;26.879.0000000;26.880.0000000;26.853.0000000;26.875.0000000;0
20230520;070000;26.876.0000000;26.881.0000000;26.850.0000000;26.853.0000000;6
20230520;080000;26.863.0000000;26.866.0000000;26.852.0000000;26.863.0000000;0
20230520;090000;26.863.0000000;26.923.0000000;26.863.0000000;26.918.0000000;18
20230520;100000;26.923.0000000;26.923.0000000;26.881.0000000;26.890.0000000;11
20230520;110000;26.891.0000000;26.908.0000000;26.884.0000000;26.899.0000000;11
20230520;120000;26.897.0000000;26.913.0000000;26.883.0000000;26.891.0000000;2
20230520;130000;26.897.0000000;26.947.0000000;26.897.0000000;26.905.0000000;41
20230520;140000;26.905.0000000;26.923.0000000;26.888.0000000;26.897.0000000;12
20230520;150000;26.897.0000000;26.929.0000000;26.897.0000000;26.929.0000000;1
20230520;160000;26.929.0000000;26.978.0000000;26.903.0000000;26.959.0000000;20
20230520;170000;26.959.0000000;26.959.0000000;26.928.0000000;26.930.0000000;11
20230520;180000;26.928.0000000;27.145.0000000;26.926.0000000;27.134.0000000;81
20230520;190000;27.145.0000000;27.153.0000000;27.041.0000000;27.042.0000000;60
20230520;200000;27.055.0000000;27.082.0000000;26.986.0000000;27.075.0000000;40
20230520;210000;27.082.0000000;27.097.0000000;27.016.0000000;27.025.0000000;8
20230520;220000;27.023.0000000;27.060.0000000;26.983.0000000;27.045.0000000;27
20230520;230000;27.041.0000000;27.082.0000000;27.022.0000000;27.077.0000000;0
20230521;000000;27.073.0000000;27.139.0000000;27.061.0000000;27.115.0000000;38
20230521;010000;27.123.0000000;27.277.0000000;27.070.0000000;27.252.0000000;40
20230521;020000;27.256.0000000;27.264.0000000;27.165.0000000;27.167.0000000;1
20230521;030000;27.185.0000000;27.199.0000000;27.163.0000000;27.180.0000000;23
20230521;040000;27.180.0000000;27.201.0000000;27.169.0000000;27.189.0000000;0
20230521;050000;27.191.0000000;27.191.0000000;27.137.0000000;27.138.0000000;4
20230521;060000;27.144.0000000;27.151.0000000;27.104.0000000;27.107.0000000;6
20230521;070000;27.110.0000000;27.113.0000000;27.082.0000000;27.093.0000000;6
20230521;080000;27.094.0000000;27.097.0000000;27.064.0000000;27.072.0000000;5
20230521;090000;27.070.0000000;27.082.0000000;27.039.0000000;27.053.0000000;7
20230521;100000;27.052.0000000;27.083.0000000;27.039.0000000;27.083.0000000;11
20230521;110000;27.085.0000000;27.091.0000000;26.907.0000000;26.962.0000000;52
20230521;120000;26.950.0000000;26.950.0000000;26.800.0000000;26.838.0000000;92
20230521;130000;26.833.0000000;26.955.0000000;26.819.0000000;26.946.0000000;47
20230521;140000;26.948.0000000;26.950.0000000;26.901.0000000;26.902.0000000;0
20230521;150000;26.902.0000000;26.978.0000000;26.900.0000000;26.911.0000000;6
