<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20221109;090000;18.254.0000000;18.263.0000000;18.068.0000000;18.150.0000000;141
20221109;100000;18.143.0000000;18.150.0000000;17.641.0000000;17.751.0000000;347
20221109;110000;17.777.0000000;17.826.0000000;17.274.0000000;17.670.0000000;432
20221109;120000;17.684.0000000;17.851.0000000;17.545.0000000;17.800.0000000;157
20221109;130000;17.800.0000000;17.987.0000000;17.444.0000000;17.595.0000000;238
20221109;140000;17.593.0000000;17.697.0000000;17.322.0000000;17.563.0000000;68
20221109;150000;17.573.0000000;17.787.0000000;17.360.0000000;17.640.0000000;210
20221109;160000;17.634.0000000;17.802.0000000;16.936.0000000;17.107.0000000;559
20221109;170000;17.106.0000000;17.297.0000000;16.920.0000000;17.069.0000000;280
20221109;180000;17.061.0000000;17.182.0000000;16.794.0000000;16.929.0000000;262
20221109;190000;16.928.0000000;16.999.0000000;16.446.0000000;16.585.0000000;431
20221109;200000;16.594.0000000;16.999.0000000;16.588.0000000;16.782.0000000;231
20221109;210000;16.778.0000000;16.881.0000000;16.149.0000000;16.241.0000000;476
20221109;220000;16.239.0000000;16.252.0000000;15.788.0000000;15.810.0000000;482
20221109;230000;15.810.0000000;16.094.0000000;15.722.0000000;15.924.0000000;182
20221110;000000;15.922.0000000;16.574.0000000;15.632.0000000;15.877.0000000;207
20221110;010000;15.900.0000000;16.293.0000000;15.748.0000000;16.282.0000000;377
20221110;020000;16.260.0000000;16.500.0000000;16.093.0000000;16.144.0000000;134
20221110;030000;16.141.0000000;16.267.0000000;16.050.0000000;16.189.0000000;44
20221110;040000;16.216.0000000;16.605.0000000;16.212.0000000;16.384.0000000;96
20221110;050000;16.344.0000000;16.473.0000000;16.187.0000000;16.460.0000000;90
20221110;060000;16.467.0000000;16.861.0000000;16.467.0000000;16.757.0000000;74
20221110;070000;16.756.0000000;16.981.0000000;16.627.0000000;16.667.0000000;114
20221110;080000;16.677.0000000;16.823.0000000;16.594.0000000;16.713.0000000;564
20221110;090000;16.715.0000000;16.900.0000000;16.440.0000000;16.794.0000000;197
20221110;100000;16.792.0000000;16.793.0000000;16.594.0000000;16.638.0000000;106
20221110;110000;16.634.0000000;16.685.0000000;16.265.0000000;16.303.0000000;227
20221110;120000;16.313.0000000;16.420.0000000;16.162.0000000;16.219.0000000;86
20221110;130000;16.218.0000000;16.563.0000000;16.195.0000000;16.457.0000000;400
20221110;140000;16.457.0000000;17.641.0000000;16.422.0000000;17.556.0000000;769
20221110;150000;17.555.0000000;17.624.0000000;17.313.0000000;17.561.0000000;195
20221110;160000;17.562.0000000;17.876.0000000;17.411.0000000;17.554.0000000;542
20221110;170000;17.557.0000000;17.964.0000000;17.429.0000000;17.769.0000000;274
20221110;180000;17.778.0000000;17.811.0000000;17.126.0000000;17.220.0000000;320
20221110;190000;17.234.0000000;17.435.0000000;17.196.0000000;17.354.0000000;81
20221110;200000;17.349.0000000;17.484.0000000;17.209.0000000;17.438.0000000;73
20221110;210000;17.433.0000000;18.150.0000000;17.363.0000000;18.080.0000000;356
20221110;220000;18.086.0000000;18.108.0000000;17.724.0000000;17.812.0000000;144
20221110;230000;17.791.0000000;17.886.0000000;17.618.0000000;17.778.0000000;119
20221111;000000;17.779.0000000;17.815.0000000;17.390.0000000;17.551.0000000;440
20221111;010000;17.548.0000000;17.618.0000000;17.383.0000000;17.528.0000000;34
20221111;020000;17.531.0000000;17.645.0000000;17.180.0000000;17.202.0000000;91
20221111;030000;17.192.0000000;17.288.0000000;17.007.0000000;17.161.0000000;67
20221111;040000;17.146.0000000;17.159.0000000;16.812.0000000;17.013.0000000;147
20221111;050000;17.011.0000000;17.116.0000000;16.950.0000000;16.995.0000000;33
20221111;060000;17.032.0000000;17.340.0000000;17.009.0000000;17.311.0000000;112
20221111;070000;17.304.0000000;17.372.0000000;17.134.0000000;17.214.0000000;61
20221111;080000;17.195.0000000;17.425.0000000;17.116.0000000;17.352.0000000;50
20221111;090000;17.348.0000000;17.469.0000000;17.246.0000000;17.367.0000000;27
20221111;100000;17.358.0000000;17.391.0000000;17.272.0000000;17.355.0000000;58
20221111;110000;17.352.0000000;17.382.0000000;17.196.0000000;17.275.0000000;181
20221111;120000;17.289.0000000;17.426.0000000;17.253.0000000;17.311.0000000;164
20221111;130000;17.314.0000000;17.375.0000000;17.225.0000000;17.367.0000000;49
20221111;140000;17.368.0000000;17.496.0000000;17.281.0000000;17.289.0000000;103
20221111;150000;17.281.0000000;17.282.0000000;16.394.0000000;16.882.0000000;976
20221111;160000;16.862.0000000;16.999.0000000;16.658.0000000;16.833.0000000;398
20221111;170000;16.825.0000000;16.890.0000000;16.513.0000000;16.791.0000000;233
20221111;180000;16.791.0000000;16.912.0000000;16.722.0000000;16.873.0000000;129
20221111;190000;16.868.0000000;17.001.0000000;16.779.0000000;16.806.0000000;96
20221111;200000;16.810.0000000;16.842.0000000;16.656.0000000;16.805.0000000;142
20221111;210000;16.807.0000000;16.819.0000000;16.546.0000000;16.568.0000000;416
20221111;220000;16.581.0000000;16.841.0000000;16.581.0000000;16.756.0000000;186
20221111;230000;16.772.0000000;16.928.0000000;16.752.0000000;16.869.0000000;104
20221112;000000;16.871.0000000;17.065.0000000;16.797.0000000;17.007.0000000;212
20221112;010000;17.020.0000000;17.054.0000000;16.815.0000000;16.844.0000000;154
20221112;020000;16.839.0000000;16.873.0000000;16.774.0000000;16.856.0000000;60
20221112;030000;16.856.0000000;16.946.0000000;16.825.0000000;16.859.0000000;54
20221112;040000;16.857.0000000;16.887.0000000;16.752.0000000;16.880.0000000;108
20221112;050000;16.883.0000000;16.902.0000000;16.720.0000000;16.726.0000000;76
20221112;060000;16.739.0000000;16.746.0000000;16.610.0000000;16.665.0000000;101
20221112;070000;16.659.0000000;16.766.0000000;16.648.0000000;16.723.0000000;51
20221112;080000;16.718.0000000;16.809.0000000;16.718.0000000;16.776.0000000;26
20221112;090000;16.778.0000000;16.827.0000000;16.700.0000000;16.781.0000000;53
20221112;100000;16.785.0000000;16.835.0000000;16.758.0000000;16.806.0000000;35
20221112;110000;16.809.0000000;16.898.0000000;16.781.0000000;16.811.0000000;64
20221112;120000;16.807.0000000;16.841.0000000;16.764.0000000;16.829.0000000;32
20221112;130000;16.841.0000000;16.877.0000000;16.794.0000000;16.829.0000000;49
20221112;140000;16.829.0000000;16.833.0000000;16.744.0000000;16.804.0000000;44
20221112;150000;16.810.0000000;16.910.0000000;16.776.0000000;16.871.0000000;52
20221112;160000;16.882.0000000;16.948.0000000;16.851.0000000;16.901.0000000;48
20221112;170000;16.903.0000000;16.921.0000000;16.855.0000000;16.868.0000000;15
20221112;180000;16.860.0000000;16.883.0000000;16.847.0000000;16.869.0000000;12
20221112;190000;16.871.0000000;16.879.0000000;16.815.0000000;16.842.0000000;8
20221112;200000;16.844.0000000;16.873.0000000;16.822.0000000;16.873.0000000;13
20221112;210000;16.871.0000000;16.873.0000000;16.788.0000000;16.811.0000000;19
20221112;220000;16.804.0000000;16.829.0000000;16.753.0000000;16.800.0000000;16
20221112;230000;16.798.0000000;16.824.0000000;16.776.0000000;16.803.0000000;15
20221113;000000;16.803.0000000;16.817.0000000;16.754.0000000;16.788.0000000;17
20221113;010000;16.788.0000000;16.845.0000000;16.762.0000000;16.818.0000000;35
20221113;020000;16.824.0000000;16.867.0000000;16.824.0000000;16.857.0000000;8
20221113;030000;16.858.0000000;16.876.0000000;16.838.0000000;16.869.0000000;7
20221113;040000;16.865.0000000;16.915.0000000;16.851.0000000;16.897.0000000;27
20221113;050000;16.898.0000000;16.901.0000000;16.843.0000000;16.844.0000000;12
20221113;060000;16.850.0000000;16.851.0000000;16.831.0000000;16.842.0000000;14
20221113;070000;16.834.0000000;16.846.0000000;16.674.0000000;16.674.0000000;106
20221113;080000;16.674.0000000;16.754.0000000;16.575.0000000;16.742.0000000;118
20221113;090000;16.738.0000000;16.756.0000000;16.601.0000000;16.637.0000000;57
20221113;100000;16.627.0000000;16.640.0000000;16.449.0000000;16.506.0000000;111
20221113;110000;16.507.0000000;16.996.0000000;16.490.0000000;16.567.0000000;194
20221113;120000;16.568.0000000;16.668.0000000;16.542.0000000;16.626.0000000;67
20221113;130000;16.630.0000000;16.632.0000000;16.552.0000000;16.577.0000000;66
20221113;140000;16.583.0000000;16.658.0000000;16.565.0000000;16.646.0000000;44
20221113;150000;16.651.0000000;17.240.0000000;16.626.0000000;16.638.0000000;210
20221113;160000;16.639.0000000;16.652.0000000;16.523.0000000;16.562.0000000;85
20221113;170000;16.565.0000000;16.584.0000000;16.523.0000000;16.561.0000000;33
20221113;180000;16.561.0000000;16.567.0000000;16.474.0000000;16.525.0000000;72
20221113;190000;16.532.0000000;16.539.0000000;16.455.0000000;16.499.0000000;24
20221113;200000;16.498.0000000;16.541.0000000;16.477.0000000;16.533.0000000;19
20221113;210000;16.533.0000000;16.550.0000000;16.447.0000000;16.469.0000000;77
20221113;220000;16.466.0000000;16.497.0000000;16.273.0000000;16.377.0000000;255
20221113;230000;16.367.0000000;16.436.0000000;16.331.0000000;16.407.0000000;61
20221114;000000;16.415.0000000;16.421.0000000;16.263.0000000;16.310.0000000;130
20221114;010000;16.300.0000000;16.371.0000000;16.111.0000000;16.243.0000000;216
20221114;020000;16.233.0000000;16.265.0000000;15.979.0000000;16.067.0000000;300
20221114;030000;16.055.0000000;16.187.0000000;15.929.0000000;16.148.0000000;308
20221114;040000;16.153.0000000;16.179.0000000;16.110.0000000;16.123.0000000;86
20221114;050000;16.120.0000000;16.125.0000000;15.861.0000000;15.957.0000000;247
20221114;060000;15.952.0000000;15.974.0000000;15.784.0000000;15.840.0000000;249
20221114;070000;15.835.0000000;16.682.0000000;15.834.0000000;16.610.0000000;624
20221114;080000;16.607.0000000;16.850.0000000;16.376.0000000;16.803.0000000;515
20221114;090000;16.813.0000000;16.898.0000000;16.728.0000000;16.754.0000000;284
20221114;100000;16.755.0000000;16.768.0000000;16.654.0000000;16.738.0000000;149
20221114;110000;16.741.0000000;16.801.0000000;16.704.0000000;16.762.0000000;206
20221114;120000;16.761.0000000;16.865.0000000;16.716.0000000;16.732.0000000;65
20221114;130000;16.729.0000000;16.803.0000000;16.650.0000000;16.796.0000000;123
20221114;140000;16.790.0000000;17.130.0000000;16.462.0000000;16.720.0000000;666
20221114;150000;16.707.0000000;16.772.0000000;16.428.0000000;16.580.0000000;328
20221114;160000;16.580.0000000;16.636.0000000;16.447.0000000;16.561.0000000;235
20221114;170000;16.566.0000000;16.590.0000000;16.359.0000000;16.459.0000000;160
20221114;180000;16.456.0000000;16.586.0000000;16.436.0000000;16.555.0000000;139
20221114;190000;16.560.0000000;16.639.0000000;16.525.0000000;16.590.0000000;79
20221114;200000;16.590.0000000;16.605.0000000;16.166.0000000;16.232.0000000;364
20221114;210000;16.237.0000000;16.306.0000000;16.184.0000000;16.257.0000000;241
20221114;220000;16.246.0000000;16.386.0000000;16.234.0000000;16.383.0000000;108
20221114;230000;16.378.0000000;16.418.0000000;16.345.0000000;16.382.0000000;57
20221115;000000;16.382.0000000;16.731.0000000;16.381.0000000;16.589.0000000;295
20221115;010000;16.586.0000000;16.654.0000000;16.517.0000000;16.538.0000000;242
20221115;020000;16.524.0000000;16.891.0000000;16.511.0000000;16.696.0000000;613
20221115;030000;16.691.0000000;16.766.0000000;16.668.0000000;16.737.0000000;62
20221115;040000;16.741.0000000;16.855.0000000;16.741.0000000;16.805.0000000;110
20221115;050000;16.805.0000000;16.827.0000000;16.742.0000000;16.753.0000000;46
20221115;060000;16.748.0000000;16.768.0000000;16.624.0000000;16.635.0000000;75
20221115;070000;16.643.0000000;16.720.0000000;16.610.0000000;16.720.0000000;258
20221115;080000;16.719.0000000;16.902.0000000;16.717.0000000;16.828.0000000;161
20221115;090000;16.828.0000000;16.959.0000000;16.794.0000000;16.904.0000000;111
20221115;100000;16.905.0000000;16.928.0000000;16.724.0000000;16.776.0000000;162
20221115;110000;16.777.0000000;16.857.0000000;16.744.0000000;16.857.0000000;57
20221115;120000;16.855.0000000;16.934.0000000;16.708.0000000;16.758.0000000;192
20221115;130000;16.765.0000000;16.857.0000000;16.712.0000000;16.818.0000000;90
20221115;140000;16.818.0000000;17.095.0000000;16.817.0000000;16.991.0000000;321
20221115;150000;16.987.0000000;16.987.0000000;16.809.0000000;16.915.0000000;253
20221115;160000;16.918.0000000;17.060.0000000;16.865.0000000;16.981.0000000;287
20221115;170000;16.970.0000000;17.046.0000000;16.910.0000000;16.985.0000000;175
20221115;180000;16.991.0000000;17.046.0000000;16.954.0000000;16.993.0000000;153
20221115;190000;16.994.0000000;17.009.0000000;16.636.0000000;16.721.0000000;327
20221115;200000;16.715.0000000;16.853.0000000;16.616.0000000;16.835.0000000;155
20221115;210000;16.837.0000000;16.913.0000000;16.736.0000000;16.825.0000000;168
20221115;220000;16.822.0000000;16.900.0000000;16.768.0000000;16.887.0000000;115
20221115;230000;16.888.0000000;16.888.0000000;16.823.0000000;16.858.0000000;51
20221116;000000;16.856.0000000;16.875.0000000;16.820.0000000;16.874.0000000;43
20221116;010000;16.875.0000000;16.904.0000000;16.746.0000000;16.759.0000000;152
20221116;020000;16.762.0000000;16.837.0000000;16.761.0000000;16.834.0000000;72
20221116;030000;16.837.0000000;16.980.0000000;16.807.0000000;16.922.0000000;115
20221116;040000;16.922.0000000;16.959.0000000;16.902.0000000;16.955.0000000;36
20221116;050000;16.953.0000000;16.959.0000000;16.877.0000000;16.900.0000000;22
20221116;060000;16.899.0000000;16.938.0000000;16.869.0000000;16.910.0000000;25
20221116;070000;16.909.0000000;16.922.0000000;16.792.0000000;16.862.0000000;99
20221116;080000;16.855.0000000;16.887.0000000;16.821.0000000;16.821.0000000;28
20221116;090000;16.821.0000000;16.829.0000000;16.694.0000000;16.764.0000000;125
20221116;100000;16.768.0000000;16.784.0000000;16.656.0000000;16.721.0000000;96
20221116;110000;16.722.0000000;16.748.0000000;16.674.0000000;16.709.0000000;78
20221116;120000;16.709.0000000;16.748.0000000;16.648.0000000;16.690.0000000;69
20221116;130000;16.689.0000000;16.698.0000000;16.559.0000000;16.647.0000000;114
20221116;140000;16.635.0000000;16.663.0000000;16.446.0000000;16.485.0000000;374
20221116;150000;16.492.0000000;16.550.0000000;16.400.0000000;16.465.0000000;313
20221116;160000;16.465.0000000;16.533.0000000;16.371.0000000;16.403.0000000;203
20221116;170000;16.400.0000000;16.529.0000000;16.377.0000000;16.483.0000000;125
20221116;180000;16.482.0000000;16.610.0000000;16.480.0000000;16.558.0000000;110
20221116;190000;16.558.0000000;16.616.0000000;16.519.0000000;16.534.0000000;94
20221116;200000;16.535.0000000;16.544.0000000;16.442.0000000;16.539.0000000;112
20221116;210000;16.540.0000000;16.572.0000000;16.509.0000000;16.567.0000000;117
20221116;220000;16.562.0000000;16.592.0000000;16.517.0000000;16.533.0000000;59
20221116;230000;16.531.0000000;16.684.0000000;16.495.0000000;16.665.0000000;67
20221117;000000;16.654.0000000;16.754.0000000;16.623.0000000;16.654.0000000;159
20221117;010000;16.655.0000000;16.721.0000000;16.649.0000000;16.691.0000000;77
20221117;020000;16.691.0000000;16.723.0000000;16.678.0000000;16.684.0000000;39
20221117;030000;16.685.0000000;16.694.0000000;16.568.0000000;16.568.0000000;66
20221117;040000;16.568.0000000;16.593.0000000;16.503.0000000;16.520.0000000;56
20221117;050000;16.518.0000000;16.518.0000000;16.412.0000000;16.496.0000000;65
20221117;060000;16.494.0000000;16.566.0000000;16.494.0000000;16.566.0000000;22
20221117;070000;16.565.0000000;16.599.0000000;16.529.0000000;16.554.0000000;52
20221117;080000;16.554.0000000;16.602.0000000;16.529.0000000;16.594.0000000;61
20221117;090000;16.595.0000000;16.618.0000000;16.553.0000000;16.560.0000000;39
20221117;100000;16.558.0000000;16.568.0000000;16.471.0000000;16.508.0000000;77
20221117;110000;16.505.0000000;16.539.0000000;16.491.0000000;16.516.0000000;28
20221117;120000;16.516.0000000;16.598.0000000;16.516.0000000;16.577.0000000;56
20221117;130000;16.584.0000000;16.587.0000000;16.548.0000000;16.570.0000000;13
20221117;140000;16.571.0000000;16.572.0000000;16.432.0000000;16.481.0000000;139
20221117;150000;16.473.0000000;16.525.0000000;16.447.0000000;16.495.0000000;55
20221117;160000;16.495.0000000;16.688.0000000;16.495.0000000;16.537.0000000;190
20221117;170000;16.534.0000000;16.663.0000000;16.508.0000000;16.647.0000000;142
20221117;180000;16.648.0000000;16.690.0000000;16.610.0000000;16.684.0000000;88
20221117;190000;16.684.0000000;16.724.0000000;16.666.0000000;16.694.0000000;77
20221117;200000;16.697.0000000;16.700.0000000;16.592.0000000;16.606.0000000;216
20221117;210000;16.603.0000000;16.682.0000000;16.597.0000000;16.680.0000000;59
20221117;220000;16.680.0000000;16.724.0000000;16.680.0000000;16.682.0000000;34
20221117;230000;16.683.0000000;16.714.0000000;16.666.0000000;16.701.0000000;31
20221118;000000;16.704.0000000;16.714.0000000;16.651.0000000;16.686.0000000;35
20221118;010000;16.687.0000000;16.946.0000000;16.680.0000000;16.941.0000000;198
20221118;020000;16.947.0000000;16.971.0000000;16.845.0000000;16.874.0000000;92
20221118;030000;16.875.0000000;16.954.0000000;16.839.0000000;16.911.0000000;82
20221118;040000;16.911.0000000;16.934.0000000;16.853.0000000;16.854.0000000;36
20221118;050000;16.853.0000000;16.859.0000000;16.776.0000000;16.798.0000000;72
20221118;060000;16.798.0000000;16.833.0000000;16.784.0000000;16.798.0000000;26
20221118;070000;16.796.0000000;16.811.0000000;16.752.0000000;16.788.0000000;38
20221118;080000;16.788.0000000;16.796.0000000;16.724.0000000;16.739.0000000;33
20221118;090000;16.739.0000000;16.739.0000000;16.676.0000000;16.726.0000000;46
20221118;100000;16.728.0000000;16.751.0000000;16.709.0000000;16.736.0000000;42
20221118;110000;16.736.0000000;16.832.0000000;16.716.0000000;16.756.0000000;130
20221118;120000;16.750.0000000;16.770.0000000;16.704.0000000;16.740.0000000;53
20221118;130000;16.738.0000000;16.776.0000000;16.735.0000000;16.767.0000000;124
20221118;140000;16.765.0000000;16.803.0000000;16.721.0000000;16.737.0000000;123
20221118;150000;16.739.0000000;16.766.0000000;16.642.0000000;16.689.0000000;133
20221118;160000;16.688.0000000;16.694.0000000;16.613.0000000;16.680.0000000;78
20221118;170000;16.673.0000000;16.710.0000000;16.612.0000000;16.636.0000000;121
20221118;180000;16.638.0000000;16.647.0000000;16.542.0000000;16.575.0000000;159
20221118;190000;16.575.0000000;16.588.0000000;16.540.0000000;16.570.0000000;66
20221118;200000;16.568.0000000;16.654.0000000;16.564.0000000;16.637.0000000;64
20221118;210000;16.631.0000000;16.661.0000000;16.601.0000000;16.623.0000000;77
20221118;220000;16.623.0000000;16.656.0000000;16.621.0000000;16.639.0000000;28
20221118;230000;16.637.0000000;16.652.0000000;16.617.0000000;16.647.0000000;27
20221119;000000;16.647.0000000;16.708.0000000;16.620.0000000;16.683.0000000;42
20221119;010000;16.683.0000000;16.691.0000000;16.647.0000000;16.649.0000000;34
20221119;020000;16.649.0000000;16.661.0000000;16.636.0000000;16.646.0000000;14
20221119;030000;16.647.0000000;16.647.0000000;16.565.0000000;16.608.0000000;33
20221119;040000;16.609.0000000;16.628.0000000;16.599.0000000;16.612.0000000;14
20221119;050000;16.612.0000000;16.630.0000000;16.601.0000000;16.616.0000000;7
20221119;060000;16.619.0000000;16.623.0000000;16.548.0000000;16.583.0000000;32
20221119;070000;16.581.0000000;16.598.0000000;16.558.0000000;16.591.0000000;19
20221119;080000;16.592.0000000;16.598.0000000;16.584.0000000;16.587.0000000;29
20221119;090000;16.586.0000000;16.634.0000000;16.567.0000000;16.627.0000000;99
20221119;100000;16.629.0000000;16.631.0000000;16.609.0000000;16.617.0000000;66
20221119;110000;16.617.0000000;16.624.0000000;16.607.0000000;16.624.0000000;33
20221119;120000;16.624.0000000;16.654.0000000;16.624.0000000;16.653.0000000;42
20221119;130000;16.654.0000000;16.658.0000000;16.630.0000000;16.636.0000000;16
20221119;140000;16.637.0000000;16.638.0000000;16.621.0000000;16.632.0000000;71
20221119;150000;16.633.0000000;16.646.0000000;16.630.0000000;16.632.0000000;31
20221119;160000;16.635.0000000;16.656.0000000;16.633.0000000;16.645.0000000;11
20221119;170000;16.644.0000000;16.649.0000000;16.631.0000000;16.641.0000000;11
20221119;180000;16.640.0000000;16.643.0000000;16.594.0000000;16.597.0000000;31
20221119;190000;16.597.0000000;16.624.0000000;16.595.0000000;16.612.0000000;19
20221119;200000;16.611.0000000;16.622.0000000;16.607.0000000;16.611.0000000;12
20221119;210000;16.615.0000000;16.630.0000000;16.610.0000000;16.620.0000000;16
20221119;220000;16.619.0000000;16.660.0000000;16.619.0000000;16.660.0000000;27
20221119;230000;16.660.0000000;16.799.0000000;16.660.0000000;16.724.0000000;85
20221120;000000;16.726.0000000;16.755.0000000;16.678.0000000;16.690.0000000;100
20221120;010000;16.687.0000000;16.718.0000000;16.676.0000000;16.705.0000000;38
20221120;020000;16.708.0000000;16.730.0000000;16.662.0000000;16.669.0000000;43
20221120;030000;16.670.0000000;16.690.0000000;16.658.0000000;16.670.0000000;16
20221120;040000;16.669.0000000;16.676.0000000;16.647.0000000;16.661.0000000;28
20221120;050000;16.661.0000000;16.678.0000000;16.656.0000000;16.666.0000000;12
20221120;060000;16.666.0000000;16.678.0000000;16.652.0000000;16.668.0000000;9
20221120;070000;16.668.0000000;16.675.0000000;16.656.0000000;16.669.0000000;9
20221120;080000;16.669.0000000;16.713.0000000;16.667.0000000;16.703.0000000;17
20221120;090000;16.711.0000000;16.712.0000000;16.550.0000000;16.584.0000000;104
20221120;100000;16.592.0000000;16.616.0000000;16.575.0000000;16.612.0000000;27
20221120;110000;16.609.0000000;16.650.0000000;16.584.0000000;16.609.0000000;52
20221120;120000;16.607.0000000;16.610.0000000;16.449.0000000;16.503.0000000;123
20221120;130000;16.501.0000000;16.548.0000000;16.447.0000000;16.501.0000000;126
20221120;140000;16.499.0000000;16.571.0000000;16.495.0000000;16.565.0000000;53
20221120;150000;16.563.0000000;16.569.0000000;16.526.0000000;16.533.0000000;22
20221120;160000;16.532.0000000;16.590.0000000;16.519.0000000;16.560.0000000;40
20221120;170000;16.561.0000000;16.568.0000000;16.540.0000000;16.563.0000000;8
20221120;180000;16.563.0000000;16.563.0000000;16.517.0000000;16.532.0000000;19
20221120;190000;16.519.0000000;16.562.0000000;16.519.0000000;16.562.0000000;18
20221120;200000;16.562.0000000;16.580.0000000;16.537.0000000;16.567.0000000;17
20221120;210000;16.569.0000000;16.572.0000000;16.439.0000000;16.511.0000000;59
20221120;220000;16.512.0000000;16.512.0000000;16.208.0000000;16.247.0000000;168
20221120;230000;16.249.0000000;16.326.0000000;16.169.0000000;16.274.0000000;126
20221121;000000;16.276.0000000;16.292.0000000;16.208.0000000;16.256.0000000;71
20221121;010000;16.250.0000000;16.263.0000000;16.106.0000000;16.240.0000000;127
20221121;020000;16.239.0000000;16.249.0000000;16.171.0000000;16.189.0000000;51
20221121;030000;16.182.0000000;16.182.0000000;15.900.0000000;15.985.0000000;190
20221121;040000;15.978.0000000;16.061.0000000;15.879.0000000;16.041.0000000;113
20221121;050000;16.044.0000000;16.269.0000000;16.041.0000000;16.119.0000000;182
20221121;060000;16.133.0000000;16.201.0000000;16.114.0000000;16.196.0000000;46
20221121;070000;16.197.0000000;16.216.0000000;16.059.0000000;16.067.0000000;77
20221121;080000;16.062.0000000;16.118.0000000;15.950.0000000;16.001.0000000;80
20221121;090000;16.003.0000000;16.042.0000000;15.981.0000000;16.008.0000000;38
20221121;100000;16.022.0000000;16.110.0000000;15.954.0000000;16.089.0000000;152
20221121;110000;16.089.0000000;16.120.0000000;16.034.0000000;16.108.0000000;85
20221121;120000;16.103.0000000;16.121.0000000;16.036.0000000;16.058.0000000;41
20221121;130000;16.061.0000000;16.101.0000000;16.008.0000000;16.086.0000000;101
20221121;140000;16.087.0000000;16.250.0000000;16.080.0000000;16.155.0000000;154
20221121;150000;16.153.0000000;16.230.0000000;16.130.0000000;16.146.0000000;230
20221121;160000;16.146.0000000;16.150.0000000;16.090.0000000;16.100.0000000;294
20221121;170000;16.099.0000000;16.117.0000000;15.902.0000000;16.017.0000000;157
20221121;180000;16.011.0000000;16.050.0000000;15.969.0000000;15.996.0000000;75
20221121;190000;15.995.0000000;16.007.0000000;15.916.0000000;15.954.0000000;95
20221121;200000;15.954.0000000;15.982.0000000;15.588.0000000;15.709.0000000;326
20221121;210000;15.702.0000000;15.865.0000000;15.702.0000000;15.772.0000000;118
20221121;220000;15.771.0000000;15.826.0000000;15.479.0000000;15.632.0000000;300
20221121;230000;15.620.0000000;15.842.0000000;15.602.0000000;15.720.0000000;368
20221122;000000;15.719.0000000;15.826.0000000;15.705.0000000;15.766.0000000;132
20221122;010000;15.757.0000000;15.932.0000000;15.729.0000000;15.844.0000000;102
20221122;020000;15.843.0000000;15.872.0000000;15.782.0000000;15.789.0000000;63
20221122;030000;15.787.0000000;15.879.0000000;15.748.0000000;15.864.0000000;268
20221122;040000;15.872.0000000;15.889.0000000;15.815.0000000;15.821.0000000;34
20221122;050000;15.823.0000000;15.835.0000000;15.787.0000000;15.798.0000000;45
20221122;060000;15.797.0000000;15.849.0000000;15.760.0000000;15.781.0000000;66
20221122;070000;15.778.0000000;15.793.0000000;15.651.0000000;15.657.0000000;60
20221122;080000;15.662.0000000;15.748.0000000;15.613.0000000;15.735.0000000;63
20221122;090000;15.738.0000000;15.741.0000000;15.649.0000000;15.705.0000000;60
20221122;100000;15.709.0000000;15.744.0000000;15.656.0000000;15.675.0000000;59
20221122;110000;15.666.0000000;15.790.0000000;15.643.0000000;15.774.0000000;53
20221122;120000;15.776.0000000;15.778.0000000;15.692.0000000;15.724.0000000;51
20221122;130000;15.725.0000000;15.828.0000000;15.676.0000000;15.814.0000000;143
20221122;140000;15.813.0000000;16.176.0000000;15.808.0000000;16.148.0000000;388
20221122;150000;16.148.0000000;16.189.0000000;16.023.0000000;16.092.0000000;122
20221122;160000;16.090.0000000;16.281.0000000;16.090.0000000;16.217.0000000;207
20221122;170000;16.226.0000000;16.261.0000000;16.148.0000000;16.162.0000000;85
20221122;180000;16.160.0000000;16.187.0000000;16.060.0000000;16.078.0000000;78
20221122;190000;16.077.0000000;16.146.0000000;16.046.0000000;16.124.0000000;65
20221122;200000;16.125.0000000;16.207.0000000;16.093.0000000;16.150.0000000;80
20221122;210000;16.150.0000000;16.166.0000000;16.119.0000000;16.120.0000000;40
20221122;220000;16.119.0000000;16.148.0000000;16.071.0000000;16.129.0000000;62
20221122;230000;16.129.0000000;16.207.0000000;16.079.0000000;16.163.0000000;80
20221123;000000;16.163.0000000;16.209.0000000;16.142.0000000;16.197.0000000;57
20221123;010000;16.199.0000000;16.232.0000000;16.158.0000000;16.175.0000000;44
20221123;020000;16.172.0000000;16.207.0000000;16.150.0000000;16.200.0000000;41
20221123;030000;16.201.0000000;16.507.0000000;16.193.0000000;16.485.0000000;286
20221123;040000;16.493.0000000;16.562.0000000;16.444.0000000;16.558.0000000;95
20221123;050000;16.556.0000000;16.560.0000000;16.471.0000000;16.482.0000000;61
20221123;060000;16.487.0000000;16.503.0000000;16.434.0000000;16.445.0000000;47
20221123;070000;16.451.0000000;16.489.0000000;16.432.0000000;16.479.0000000;27
20221123;080000;16.479.0000000;16.607.0000000;16.446.0000000;16.555.0000000;217
20221123;090000;16.560.0000000;16.594.0000000;16.479.0000000;16.525.0000000;103
20221123;100000;16.522.0000000;16.564.0000000;16.513.0000000;16.540.0000000;50
20221123;110000;16.541.0000000;16.619.0000000;16.514.0000000;16.573.0000000;125
20221123;120000;16.573.0000000;16.602.0000000;16.556.0000000;16.575.0000000;45
